,DATE,afghanistan,afrique du sud,algérie,allemagne,angola,arabie,argentine,australie,autriche,belgique,birmanie,bolivie,bosnieherzégovine,brésil,bulgarie,cambodge,canada,chili,chine,colombie,corée,costa rica,côte d’ivoire,croatie,cuba,danemark,égypte,émirats arabes unis,équateur,espagne,étatsunis,éthiopie,finlande,france,grèce,guatemala,haïti,honduras,hongrie,inde,indonésie,irak,iran,irlande,islande,israël,italie,jamaïque,japon,jordanie,kosovo,koweït,laos,liban,libye,maroc,mexique,monaco,nicaragua,nigéria,norvège,nouvellezélande,ouganda,pakistan,panama,palestine,paraguay,paysbas,pérou,philippines,pologne,portugal,qatar,congo,tchécoslovaquie,roumanie,royaumeuni,russie,salvador,rwanda,sénégal,serbie,singapour,slovaquie,somalie,soudan,sri lanka,suède,suisse,syrie,tadjikistan,taïwan,thaïlande,timororiental,tunisie,turquie,ukraine,uruguay,venezuela,vietnam,yémen,république tchèque,yougoslavie,urss,NbEditions
654,09/1966,0,0,3,20,3,0,2,6,2,12,0,1,0,3,1,8,780,3,88,17,3,0,0,0,7,10,0,0,0,13,2,0,6,207,0,0,2,1,12,1,0,0,1,1,0,3,4,2,22,4,0,0,3,0,0,6,7,0,2,2,4,1,0,7,0,0,0,3,2,2,6,7,0,23,4,3,5,11,0,0,44,0,0,0,3,2,0,6,22,1,0,0,1,0,2,2,0,0,2,106,0,0,2,5,26
655,10/1966,0,0,1,17,4,0,5,10,1,22,2,1,0,13,3,3,809,4,113,10,6,0,0,0,2,6,0,0,0,2,2,0,4,176,1,0,1,0,7,8,1,1,2,3,0,7,3,0,20,1,0,0,0,3,1,7,7,0,0,1,6,2,0,4,1,1,0,4,3,3,22,20,0,11,0,3,14,7,0,1,2,0,0,2,0,1,0,16,14,3,0,0,0,0,6,2,0,5,2,106,0,0,6,9,26
656,11/1966,0,0,2,23,0,0,4,2,1,8,1,1,0,17,5,4,848,3,132,9,10,0,0,0,5,4,1,0,0,2,0,0,2,134,4,0,0,0,5,5,0,0,1,1,3,11,10,0,19,8,0,0,0,3,1,4,10,2,0,1,5,1,0,1,3,5,1,2,1,4,15,6,0,2,5,29,7,6,0,0,1,0,0,0,0,0,0,19,13,4,0,1,4,0,2,2,1,2,1,74,0,0,0,7,26
657,12/1966,0,0,3,18,4,0,5,12,2,15,0,0,0,14,1,4,736,3,94,10,10,0,0,0,1,3,0,0,0,4,7,0,2,177,5,0,0,1,5,10,0,0,5,4,0,3,11,3,29,20,0,0,1,1,4,6,9,2,0,1,5,1,1,4,0,3,1,5,0,1,21,14,0,9,7,2,7,10,0,0,8,0,1,1,0,6,0,16,36,6,0,0,3,0,2,6,0,1,1,126,1,0,5,10,27
658,01/1967,0,0,8,24,0,0,1,2,3,19,1,1,0,1,0,1,665,6,52,10,4,0,0,0,7,1,0,0,0,4,3,0,2,145,4,0,3,0,3,7,1,0,4,4,0,4,17,5,15,0,0,0,1,1,7,18,4,3,1,0,4,1,0,5,1,0,0,4,1,0,7,2,0,24,1,3,8,8,0,0,2,0,1,0,0,1,0,8,25,3,0,0,3,0,1,2,1,0,2,123,0,0,7,5,25
659,02/1967,0,0,1,21,0,1,2,7,8,19,1,2,0,3,3,1,520,1,48,16,5,0,0,0,6,0,0,0,0,8,3,0,2,110,5,1,1,0,3,4,1,0,8,0,0,4,13,0,10,0,0,0,2,3,1,26,5,0,0,0,5,1,0,1,1,0,0,2,4,3,11,1,0,1,8,16,5,9,1,0,3,0,0,0,0,2,0,5,16,0,0,0,0,0,1,3,1,1,0,82,1,0,2,3,24
660,03/1967,0,0,2,24,0,1,1,4,8,11,1,4,0,8,5,2,862,0,30,18,4,0,0,0,4,3,0,0,0,4,0,1,4,157,5,0,0,0,3,8,1,0,0,6,0,6,18,1,10,0,0,0,2,1,1,15,12,5,0,0,3,0,0,2,2,0,0,5,0,1,4,2,0,5,9,4,1,19,2,0,2,0,1,0,3,0,0,26,15,3,0,0,3,0,3,2,0,2,2,80,1,0,4,4,27
661,04/1967,0,0,2,15,0,4,4,2,3,13,0,7,0,7,6,3,851,6,31,12,3,0,0,0,6,7,0,0,0,7,3,0,7,146,15,0,0,0,3,10,1,0,3,4,0,4,16,1,13,1,0,0,1,0,0,9,6,3,0,0,4,1,0,8,0,0,2,4,1,0,19,2,0,2,7,0,8,18,0,2,2,0,1,1,1,2,0,12,16,5,0,0,4,0,2,4,0,2,5,80,6,0,11,10,25
662,05/1967,1,0,5,16,0,5,2,3,2,43,4,0,0,10,4,3,847,9,60,12,9,0,0,0,10,6,0,0,0,3,4,0,4,226,31,0,4,0,6,6,2,0,5,1,0,45,12,1,11,7,0,8,3,4,0,21,10,6,0,11,6,4,0,2,0,4,0,13,1,1,6,7,0,2,8,1,15,9,1,0,1,1,0,0,0,0,0,10,22,16,1,0,4,0,11,5,0,1,0,127,9,0,2,11,27
663,06/1967,0,0,3,21,0,5,3,6,7,20,2,8,0,18,2,3,801,0,84,14,17,0,0,0,14,11,0,0,0,4,2,0,1,184,17,0,2,1,2,7,1,2,1,1,0,160,12,1,13,33,0,4,3,6,5,15,9,4,0,6,5,0,0,4,3,24,0,7,2,0,16,1,1,7,8,1,10,10,2,0,1,0,0,1,0,4,0,10,39,28,0,0,8,0,24,6,0,3,11,69,5,0,10,4,27
664,07/1967,1,0,2,17,0,2,1,4,0,13,3,5,0,5,0,2,818,8,45,25,6,0,0,0,43,2,0,0,0,6,5,0,2,307,8,1,0,0,2,5,0,1,2,0,1,37,7,1,42,15,0,4,3,1,5,5,6,4,1,5,2,1,1,3,0,10,0,4,3,1,1,0,0,28,2,9,5,9,1,0,1,0,3,0,0,2,0,12,22,10,0,0,1,0,5,17,3,0,9,89,3,0,3,9,25
665,08/1967,1,0,5,17,2,6,3,6,3,16,0,4,0,38,3,6,839,5,63,39,8,0,0,0,18,3,0,0,0,6,6,0,0,178,8,0,0,0,2,8,0,3,4,2,0,24,13,13,35,11,0,0,0,1,2,12,17,2,1,3,3,5,1,3,4,4,0,2,2,2,7,3,0,24,1,2,4,17,0,0,0,0,0,0,0,7,0,6,30,7,0,0,1,0,4,0,15,0,9,97,14,0,5,13,27
666,09/1967,0,0,2,10,0,3,2,2,2,9,0,9,0,6,3,4,810,3,51,19,9,0,0,2,6,3,0,0,0,7,9,0,0,163,24,0,0,0,1,12,0,0,1,0,1,31,6,0,15,3,0,1,9,1,1,5,13,5,0,1,2,1,2,0,2,3,0,6,1,1,37,1,0,5,3,6,1,23,0,0,12,0,0,0,2,1,0,13,20,2,0,0,0,0,1,1,0,0,2,59,5,0,2,7,27
667,10/1967,0,0,4,13,0,2,3,3,1,13,0,12,0,6,0,0,872,2,43,14,8,0,0,0,11,1,0,0,0,2,10,0,4,143,10,4,0,0,1,2,1,1,2,1,1,27,7,1,6,13,0,1,1,0,1,3,15,2,1,0,2,3,0,6,0,0,0,8,10,3,1,1,0,4,4,0,6,5,3,0,1,1,1,0,0,0,0,6,16,1,0,0,0,0,9,5,0,1,1,57,5,0,2,1,27
668,11/1967,0,0,0,13,1,2,2,6,3,10,0,2,0,5,1,2,1157,2,28,14,4,0,0,0,2,9,0,0,0,2,5,0,1,224,24,0,0,0,3,6,0,0,0,0,1,21,13,0,19,6,0,0,2,5,1,1,4,5,0,0,4,1,0,1,2,2,0,2,0,3,5,11,0,13,2,1,9,23,5,0,1,0,2,0,0,1,0,8,29,3,0,0,4,0,0,14,0,0,1,64,3,0,6,3,30
669,12/1967,0,0,2,21,0,2,3,6,4,7,0,0,0,4,0,16,936,1,31,17,2,0,0,0,9,5,0,0,0,10,5,0,4,185,47,2,0,0,2,8,0,0,1,1,0,32,13,5,34,6,0,0,8,0,0,8,3,1,0,0,2,0,0,2,1,6,0,8,0,2,6,4,0,1,5,3,5,7,0,0,0,0,0,0,0,0,0,42,23,8,0,0,1,0,0,12,1,0,0,78,11,0,4,3,25
670,01/1968,0,0,2,11,0,4,1,7,4,15,1,2,0,8,0,21,779,2,34,8,40,0,0,0,8,3,0,0,1,6,4,1,3,193,11,8,0,0,0,16,2,1,0,1,0,30,4,0,59,7,0,0,5,3,2,10,6,1,1,1,4,5,0,10,1,7,0,3,3,0,9,2,0,2,5,8,12,8,1,2,1,0,4,1,0,0,0,7,27,1,0,0,3,0,7,1,0,0,0,80,11,0,4,4,26
671,02/1968,0,0,1,32,0,1,1,1,11,18,0,0,0,5,0,3,849,5,10,16,46,0,0,0,6,4,0,0,0,3,4,0,19,145,9,2,0,0,1,5,0,0,3,0,0,17,17,0,20,8,0,1,7,0,0,0,8,0,0,0,10,2,0,3,1,0,0,4,3,0,0,9,0,2,15,7,6,8,0,0,7,0,0,2,0,2,0,34,35,1,0,0,1,0,5,1,0,0,0,87,1,0,11,5,26
672,03/1968,0,0,11,16,0,0,4,2,4,14,0,2,0,11,2,0,873,1,28,12,7,0,0,0,7,7,0,0,0,3,1,0,1,158,7,3,0,1,5,4,0,0,2,3,0,16,13,2,10,14,0,0,3,2,2,5,23,4,0,0,10,0,0,3,4,1,0,7,2,3,24,4,0,1,10,11,8,7,0,0,5,0,0,1,0,0,0,8,35,2,0,0,0,0,13,2,0,1,0,99,0,0,4,5,26
673,04/1968,0,0,7,19,0,3,3,3,3,2,0,0,0,10,0,24,739,1,22,11,13,0,0,0,8,5,0,0,0,8,2,0,1,110,21,1,0,0,4,5,0,0,2,1,0,18,9,1,15,14,0,0,2,8,4,5,23,6,1,0,4,0,0,5,7,5,0,2,2,1,3,5,0,1,10,3,2,2,1,0,7,0,1,1,0,4,0,10,33,2,0,0,3,0,5,3,14,1,0,105,0,0,6,6,26
674,05/1968,0,0,4,13,0,0,1,4,1,12,1,0,0,11,3,2,856,2,32,6,3,0,0,1,6,3,0,0,0,3,2,0,4,170,6,2,1,0,6,4,1,2,3,2,1,13,14,0,9,9,0,1,4,5,0,3,15,6,0,2,2,1,0,2,6,2,0,5,2,1,14,3,0,4,11,13,8,8,1,4,2,0,0,0,0,0,0,7,42,12,0,0,0,0,12,2,0,0,0,78,0,0,4,1,27
675,06/1968,0,0,4,20,0,0,3,1,0,7,0,0,0,1,3,1,801,0,12,18,6,0,0,0,2,2,0,0,0,1,3,0,1,160,6,0,3,0,1,3,0,0,5,1,2,7,8,5,15,2,0,0,3,8,2,9,12,6,0,1,3,2,0,1,0,0,0,1,1,3,0,4,0,2,3,1,4,5,1,0,2,2,0,1,0,1,0,11,10,3,0,0,0,0,3,0,1,1,4,30,0,0,4,1,25
676,07/1968,0,0,6,14,1,0,0,2,0,5,1,8,0,10,6,2,636,8,29,12,5,0,0,0,11,0,0,0,1,4,2,0,1,138,3,1,0,2,13,4,1,3,1,1,0,17,8,0,13,1,0,0,0,0,0,0,7,6,1,7,5,1,1,1,1,2,0,2,4,2,9,2,0,2,34,5,4,9,12,0,0,0,1,2,0,0,0,6,24,0,0,0,1,0,1,3,0,4,0,73,1,0,5,11,27
677,08/1968,0,0,2,26,3,0,2,6,6,12,0,9,0,6,5,1,574,3,38,11,13,0,0,0,7,2,0,0,0,8,3,0,0,124,6,2,0,0,21,13,0,2,3,1,0,19,8,2,36,15,0,1,2,21,1,2,7,4,0,1,1,1,0,3,0,1,0,2,2,1,20,2,0,17,112,28,9,23,0,0,2,0,3,1,0,0,0,3,26,2,0,0,6,0,7,3,2,4,2,106,0,0,13,12,27
678,09/1968,1,0,5,21,0,1,1,6,3,9,0,1,0,2,1,1,751,1,9,14,2,0,0,1,4,4,0,0,0,6,3,0,5,199,4,1,0,0,2,3,0,0,3,2,2,8,12,6,11,1,0,1,1,0,2,5,8,4,0,4,0,0,0,0,1,0,0,3,0,1,3,3,0,18,45,10,5,20,2,0,3,0,1,4,1,1,0,6,18,2,0,0,2,0,16,2,0,0,5,44,2,0,9,6,25
679,10/1968,0,0,1,20,0,0,1,2,2,8,0,1,0,7,6,0,854,3,44,18,2,0,0,0,10,0,0,0,0,6,5,0,2,199,4,6,0,0,7,5,2,0,3,0,0,19,11,7,15,2,0,0,8,2,0,0,34,0,1,1,1,2,0,1,13,0,1,3,31,13,10,1,0,5,25,14,1,7,3,0,0,0,1,2,0,0,0,15,39,1,0,0,0,0,0,5,0,0,0,50,0,0,2,2,28
680,11/1968,0,0,0,27,1,1,3,5,4,18,0,1,0,11,4,3,741,1,46,9,4,0,0,0,4,2,0,0,0,15,1,1,1,210,34,2,0,0,2,3,0,0,2,5,1,21,22,2,28,7,0,0,8,4,0,8,10,5,0,4,5,5,0,5,2,1,0,2,15,0,12,7,0,5,18,7,5,6,0,0,5,0,0,0,0,4,0,9,30,4,0,0,2,0,6,5,2,0,0,110,1,0,3,4,26
681,12/1968,0,0,1,9,0,0,2,7,1,10,0,0,0,16,0,5,725,7,31,13,9,0,0,0,5,1,0,0,0,7,1,0,3,129,5,3,0,0,3,2,1,0,7,6,0,31,14,1,17,11,0,0,0,13,0,2,12,10,0,1,3,2,1,5,2,2,0,3,14,0,3,6,0,4,17,5,5,14,1,0,0,0,2,3,1,1,0,11,34,0,0,0,2,0,1,3,0,1,7,41,1,0,3,2,25
682,01/1969,0,0,1,10,0,2,1,6,1,8,1,2,0,6,1,19,736,0,113,5,3,0,0,0,7,2,0,0,0,9,2,0,1,189,5,0,0,0,2,3,2,5,2,7,0,48,8,0,68,4,0,0,6,33,0,4,5,6,0,8,4,3,2,5,1,7,0,6,4,2,2,2,0,3,13,3,5,19,2,0,6,0,2,1,0,1,0,24,28,1,0,0,6,0,0,0,0,0,4,83,0,0,3,4,25
683,02/1969,0,0,0,24,0,0,0,2,6,10,0,1,0,13,3,4,805,2,84,9,4,0,0,0,7,0,0,0,0,4,5,0,1,188,10,2,0,0,10,3,0,1,3,4,0,39,12,0,17,9,0,0,1,14,1,5,4,9,0,3,2,3,0,8,1,11,0,12,2,1,3,0,0,6,13,9,11,13,0,0,8,0,0,3,0,0,0,14,58,6,0,0,0,0,3,1,0,0,2,48,1,0,9,7,24
684,03/1969,0,0,5,17,0,1,1,3,16,10,1,0,0,12,4,0,976,3,117,25,7,0,0,0,6,1,0,0,0,12,1,0,9,206,17,2,0,0,1,1,1,0,1,2,1,19,20,2,18,9,0,0,5,5,1,12,7,2,0,5,5,1,2,21,1,3,0,7,7,3,7,4,0,5,13,9,7,32,3,0,3,0,1,0,0,3,0,35,41,16,0,0,0,0,6,3,0,0,0,60,0,0,7,8,31
685,04/1969,0,0,3,21,0,0,7,1,2,19,1,4,0,5,13,7,870,3,75,9,19,0,0,0,9,5,0,0,0,15,2,0,3,161,8,1,0,0,2,3,1,0,1,28,0,12,27,3,32,11,0,0,9,10,4,8,10,5,0,2,5,1,0,7,3,4,0,6,5,2,6,5,0,1,15,9,12,15,0,0,2,0,0,0,0,0,0,15,34,6,0,0,1,0,5,3,1,0,0,54,0,0,6,3,26
686,05/1969,0,0,6,33,0,0,3,4,3,10,0,4,0,5,3,3,890,7,60,15,24,0,0,0,4,5,0,0,1,9,4,0,0,199,13,8,0,0,4,12,0,2,6,6,0,17,28,1,45,2,0,1,9,30,0,12,6,6,1,4,3,0,0,10,3,9,0,6,15,0,10,11,0,3,19,7,1,17,2,0,0,0,5,3,0,13,0,11,23,6,0,0,0,0,9,3,0,0,4,61,0,0,5,9,27
687,06/1969,0,0,0,15,0,0,7,1,1,11,2,3,0,15,1,5,743,8,42,16,6,0,0,0,9,5,0,0,0,6,4,0,2,162,6,1,0,2,4,5,8,4,4,6,1,11,27,0,22,4,0,0,15,4,0,3,5,3,0,12,2,2,1,4,5,1,2,6,13,1,4,8,0,0,10,11,2,2,3,1,3,0,4,0,0,3,0,10,27,2,0,0,1,0,1,2,0,3,3,52,0,0,4,4,25
688,07/1969,0,0,5,20,1,0,4,8,3,20,0,1,0,22,0,4,692,6,64,12,5,0,0,0,12,8,0,0,0,12,3,0,2,173,12,1,0,37,2,6,0,1,2,7,1,26,15,0,32,3,0,0,4,3,11,1,12,3,6,9,0,1,10,5,4,4,1,4,11,4,13,4,0,3,7,23,2,7,59,0,0,0,2,0,0,1,0,26,39,4,0,0,4,0,2,2,0,1,1,75,0,0,3,10,27
689,08/1969,0,0,3,15,0,0,2,3,2,9,2,0,0,12,0,1,568,6,74,11,47,0,0,0,6,3,0,0,0,5,4,0,0,118,9,2,0,4,9,7,0,8,1,75,1,35,12,1,34,13,0,0,2,48,1,1,9,3,0,10,4,0,5,1,2,5,0,1,11,1,6,9,0,0,38,29,21,10,7,0,0,1,1,5,0,0,0,6,21,18,0,0,5,0,1,2,0,1,3,59,0,0,3,7,26
690,09/1969,0,0,1,29,0,0,5,0,2,9,0,6,0,12,1,1,738,4,110,6,6,0,0,1,6,1,1,0,0,5,7,0,6,115,7,1,0,0,3,3,0,0,4,21,0,16,20,1,18,15,0,0,4,17,15,3,9,4,1,4,1,3,1,5,0,9,2,2,2,0,17,4,0,0,16,7,4,14,0,0,0,0,0,0,0,0,0,14,31,5,0,0,0,0,2,5,1,1,2,69,0,0,2,5,26
691,10/1969,0,0,1,22,2,1,1,2,1,13,3,2,0,17,0,3,851,3,38,4,3,0,0,0,12,3,0,0,0,6,4,0,1,138,8,0,0,3,3,9,1,1,4,6,0,14,13,1,19,1,0,0,6,45,0,3,12,3,0,11,4,2,0,4,1,2,1,4,6,0,1,31,0,2,8,2,1,19,2,0,1,0,0,0,0,3,0,11,17,6,0,0,2,0,0,5,0,0,3,43,1,0,8,7,27
692,11/1969,0,0,4,20,0,0,3,3,2,19,0,2,0,3,3,1,819,5,38,9,4,0,0,0,7,3,0,0,0,15,1,0,6,101,4,0,0,0,1,6,1,0,4,6,0,23,13,1,52,7,0,1,6,42,1,1,16,4,0,3,3,0,0,1,0,13,2,0,1,2,11,6,0,6,6,13,9,12,0,0,2,0,1,0,0,2,0,15,51,3,0,0,2,0,1,2,0,1,0,87,0,0,15,4,27
693,12/1969,0,0,2,17,0,0,4,11,7,6,0,4,0,7,2,10,794,0,47,10,8,0,0,0,27,7,0,0,0,4,2,0,6,116,46,0,0,0,2,4,5,0,3,3,1,23,13,3,26,5,0,0,2,4,3,11,8,2,0,5,6,2,1,1,4,6,0,0,1,1,3,3,0,3,6,1,5,14,1,0,0,0,4,0,0,2,0,17,41,4,0,0,1,0,1,2,0,0,0,78,0,0,5,4,26
694,01/1970,0,0,0,28,0,0,3,8,2,13,0,5,0,11,0,2,875,1,51,8,0,0,0,0,9,3,0,0,0,8,9,0,4,152,4,0,0,3,1,5,1,4,2,2,0,34,12,2,20,5,0,0,3,25,20,4,13,0,0,19,10,2,2,0,2,3,0,10,6,3,11,7,0,5,7,2,6,10,3,0,0,0,3,0,0,1,0,15,34,2,0,0,4,0,0,5,0,1,2,38,0,0,2,6,25
695,02/1970,1,0,0,12,0,0,0,6,1,8,0,13,0,2,8,0,788,4,25,15,8,0,0,0,5,4,0,0,0,3,4,0,2,119,6,0,0,0,2,6,2,1,3,2,0,44,11,1,25,4,0,0,31,7,13,3,19,1,0,7,2,2,0,1,2,7,0,2,8,4,6,2,0,1,3,5,3,13,2,0,0,0,1,0,0,0,0,8,30,2,0,0,4,0,2,7,0,0,2,32,0,0,5,7,25
696,03/1970,0,0,0,22,0,0,4,6,5,23,1,2,1,32,2,49,722,1,32,12,4,0,0,0,14,2,0,0,0,7,3,0,4,120,10,5,0,0,2,7,1,1,8,3,1,16,19,3,31,4,0,0,65,22,8,8,6,5,0,4,3,1,1,1,1,10,1,6,5,2,10,3,0,5,8,3,7,9,0,0,4,1,2,1,1,2,0,23,21,4,0,0,7,0,7,17,0,0,5,35,0,0,21,15,26
697,04/1970,0,0,1,14,0,0,4,5,4,7,0,1,0,22,3,58,809,6,44,13,26,0,0,0,3,2,0,0,0,9,2,0,1,114,14,11,0,0,5,0,0,0,3,1,0,23,10,0,26,3,0,0,27,6,1,7,4,2,0,0,4,3,0,2,1,4,1,2,1,2,5,10,0,2,3,1,1,9,1,0,0,0,1,0,1,1,0,9,15,1,0,0,1,0,2,7,0,1,3,40,0,0,8,6,26
698,05/1970,0,0,1,16,0,1,2,4,1,15,1,3,0,16,9,154,791,6,45,10,5,0,0,0,7,4,0,0,0,8,4,0,3,98,17,1,0,0,2,1,0,0,2,2,2,29,9,2,22,2,0,0,20,27,0,5,5,11,1,0,6,4,0,3,3,14,1,4,3,4,8,5,0,1,9,17,3,6,4,1,0,0,3,2,1,0,0,9,39,3,0,0,3,0,0,2,1,0,4,65,0,0,11,3,26
699,06/1970,0,0,5,10,0,0,5,0,0,18,0,1,0,38,6,90,834,2,31,9,17,0,0,0,4,4,0,0,0,10,6,0,2,111,8,0,0,0,0,7,0,1,2,3,0,38,10,2,21,14,0,1,14,29,2,1,8,5,0,0,4,8,0,1,1,8,0,2,20,1,7,1,0,1,6,10,6,6,3,0,0,0,0,0,0,1,0,14,28,3,0,0,6,0,3,2,0,3,6,31,0,0,7,10,26
700,07/1970,0,0,1,18,1,0,2,1,0,10,0,7,0,13,1,38,781,25,55,7,17,0,0,1,15,3,0,0,0,6,6,0,2,123,9,2,1,0,13,6,2,0,0,13,0,55,9,3,24,6,0,1,9,12,3,3,7,0,0,2,7,5,1,2,2,10,2,1,8,0,4,38,0,0,5,7,9,6,4,0,8,0,2,0,0,1,0,11,11,8,0,0,7,0,0,2,0,1,1,36,1,0,6,6,28
701,08/1970,0,0,3,17,3,1,0,3,0,4,0,3,0,31,1,37,690,6,58,15,15,0,0,0,15,1,0,0,0,9,12,0,1,72,10,2,0,1,3,8,0,2,5,7,0,63,6,1,35,18,0,1,7,14,5,7,10,2,0,0,2,3,0,1,2,20,0,4,6,8,8,7,0,9,2,5,6,12,2,0,2,0,0,0,0,1,0,20,18,7,0,0,9,0,6,6,0,4,4,16,0,0,7,7,26
702,09/1970,0,0,2,11,2,1,4,5,1,8,0,3,0,10,0,6,676,20,55,10,15,0,0,0,10,0,0,0,0,2,12,0,4,100,10,0,0,0,2,7,2,1,5,3,0,67,8,0,16,92,0,0,4,7,9,10,7,3,1,4,10,1,0,3,0,17,2,8,2,2,9,15,0,3,4,6,7,5,11,0,2,0,1,2,0,3,0,16,60,20,0,0,1,0,6,4,0,0,2,35,2,0,13,4,26
703,10/1970,0,0,4,6,0,1,1,4,1,11,0,3,0,17,2,9,705,12,99,3,6,0,0,1,34,2,0,0,0,4,8,0,1,108,11,13,0,2,2,7,0,0,8,12,0,28,9,0,34,26,0,0,10,1,3,6,7,3,0,0,6,4,0,3,0,14,1,1,4,1,5,6,0,6,4,5,5,7,18,0,1,0,0,0,1,0,0,14,17,8,0,0,1,0,6,10,0,0,1,36,1,0,8,12,27
704,11/1970,0,0,1,14,1,0,1,3,1,8,0,1,0,8,2,10,748,15,100,5,5,0,0,0,9,1,0,0,1,4,5,0,1,148,13,1,2,0,2,2,0,1,1,8,0,38,7,1,11,13,0,2,2,3,7,5,11,6,0,2,6,3,1,36,0,10,0,3,2,3,15,13,0,3,4,3,3,4,12,0,2,1,0,0,0,5,0,10,14,12,0,0,1,0,6,3,0,0,2,41,1,0,5,4,27
705,12/1970,0,0,2,14,0,0,3,8,0,6,0,2,0,17,0,16,764,7,37,6,5,0,0,0,22,4,0,0,0,12,12,0,2,103,5,0,6,0,2,8,1,0,4,4,0,22,15,3,59,16,0,1,8,0,2,4,14,4,0,0,4,3,0,15,1,2,0,4,2,0,27,16,0,0,4,1,5,12,3,1,0,0,1,0,0,0,0,9,24,4,0,0,0,0,2,3,0,3,2,35,2,0,2,9,27
706,01/1971,0,0,3,12,0,3,4,1,2,9,0,3,0,10,1,38,633,25,49,3,7,0,0,0,4,1,0,0,0,1,5,0,0,85,5,0,0,0,0,10,1,3,4,6,0,27,10,0,21,14,0,2,5,3,9,4,11,2,0,1,5,0,5,14,4,8,2,1,7,1,13,4,2,2,4,0,7,5,9,0,1,0,22,0,1,6,0,5,28,5,0,0,2,0,3,4,1,5,4,25,2,0,5,4,24
707,02/1971,0,0,5,11,0,0,0,0,2,14,0,1,0,6,0,20,645,13,71,4,3,0,0,0,10,2,0,0,0,5,11,0,2,88,18,3,0,0,12,3,0,0,2,3,1,45,4,2,16,8,0,0,83,2,3,2,4,4,1,2,5,1,2,10,0,6,0,1,1,0,4,4,0,0,5,3,1,4,1,0,2,0,5,0,0,2,0,3,32,6,0,0,7,0,1,2,0,0,2,20,0,0,3,10,25
708,03/1971,0,0,4,24,0,1,2,8,6,15,5,5,0,15,2,10,770,8,64,9,7,0,0,0,19,2,0,0,0,2,11,0,10,120,4,2,0,8,1,10,0,1,2,13,0,41,16,3,23,5,0,1,33,1,7,5,9,8,3,0,11,4,0,108,0,4,0,4,7,1,7,15,0,3,7,14,4,6,10,0,2,0,2,0,0,1,0,21,30,0,0,0,3,0,0,13,0,2,5,10,1,0,7,13,26
709,04/1971,0,0,2,17,1,0,2,2,2,15,0,1,0,5,10,9,733,13,130,12,15,0,0,1,8,0,1,0,0,2,5,0,7,126,7,0,2,0,1,5,0,0,0,4,0,22,6,0,21,9,0,0,4,3,8,8,2,1,1,0,3,1,0,112,3,2,0,6,2,0,4,5,0,1,3,2,3,13,3,0,1,0,0,0,0,4,0,13,17,0,0,0,1,0,1,8,1,0,4,29,0,0,5,1,27
710,05/1971,0,0,3,26,0,0,3,0,5,25,0,2,0,7,7,3,645,7,61,2,4,0,0,0,17,7,3,0,0,6,6,0,6,107,23,4,1,1,7,12,2,0,6,14,2,34,20,1,33,4,0,0,12,7,1,6,12,4,0,3,12,1,0,53,0,4,1,7,1,1,11,28,0,2,8,8,3,11,2,0,2,0,1,0,0,0,0,24,35,1,0,0,1,0,3,9,0,0,3,17,1,0,6,13,27
711,06/1971,0,0,0,8,0,0,0,3,3,3,0,3,0,18,3,5,832,6,60,8,10,0,0,0,24,2,0,0,0,1,4,0,1,108,4,0,0,0,2,22,1,0,3,4,1,21,8,1,21,4,0,1,14,2,7,0,7,3,0,1,2,5,0,88,0,4,1,1,11,4,2,13,0,2,5,7,3,2,6,0,4,0,1,0,1,2,0,4,23,2,0,1,2,0,0,4,0,1,2,36,0,0,6,10,26
712,07/1971,0,0,4,13,0,1,10,6,2,7,0,8,0,24,3,2,681,26,246,10,28,0,0,1,7,1,0,0,0,1,6,0,0,74,12,2,0,2,1,17,0,4,1,6,5,22,5,1,37,22,0,4,13,8,17,12,4,1,1,2,1,5,1,70,0,4,9,3,8,2,2,4,2,4,3,7,10,6,2,0,2,0,2,0,0,34,0,6,20,15,0,0,2,0,5,7,0,0,2,31,0,0,11,8,27
713,08/1971,1,0,1,13,0,0,11,1,4,11,4,31,0,39,6,6,645,22,163,15,12,0,0,0,30,2,0,0,0,1,7,0,0,104,11,2,0,0,0,21,1,0,6,21,0,23,9,2,71,8,0,0,1,5,11,8,17,3,0,2,1,3,1,72,3,2,3,4,6,1,3,3,1,0,2,8,2,7,8,0,3,0,0,0,0,19,0,7,38,11,0,0,2,0,4,5,1,1,3,31,0,0,16,10,26
714,09/1971,0,0,0,13,0,0,7,0,0,6,1,6,0,16,0,7,667,15,116,8,11,0,0,0,12,13,0,0,0,9,11,0,0,97,16,1,0,1,6,4,0,0,4,12,0,23,9,0,73,5,0,0,6,4,1,6,7,2,0,1,3,1,0,19,0,0,1,3,1,1,3,9,2,3,4,3,6,3,3,0,5,0,2,0,1,1,0,7,19,3,0,0,1,0,4,6,0,2,0,19,2,0,5,14,26
715,10/1971,0,0,1,4,0,0,6,3,4,10,4,0,1,2,1,12,867,27,175,6,4,0,0,1,51,1,0,0,0,4,2,0,2,131,15,0,0,0,7,18,0,2,6,16,0,24,6,14,40,1,0,0,2,5,1,4,24,5,0,1,1,3,0,39,0,2,8,5,2,0,4,4,1,5,6,4,3,11,4,0,4,0,3,0,1,0,0,1,27,2,0,0,2,0,2,4,0,1,1,32,1,0,4,24,28
